"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"355",12,"Houston Texans",HOU,"DST29","10","2 out of 5 stars","-55"
"356",12,"Jordan Wilkins",IND,"RB100","14","4 out of 5 stars","-"
"357",12,"Jermar Jefferson",DET,"RB101","9","0 out of 5 stars","-"
"358",12,"Dan Bailey",FA,"K30","-","-","-"
"359",12,"Randy Bullock",DET,"K31","9","5 out of 5 stars","-2"
"360",12,"Cordarrelle Patterson",ATL,"WR117","6","4 out of 5 stars","-94"
"361",12,"Greg Ward",PHI,"WR118","14","3 out of 5 stars","-"
"362",12,"Elijah Mitchell",SF,"RB102","6","3 out of 5 stars","-114"
"363",12,"John Ross",NYG,"WR119","10","3 out of 5 stars","-"
"364",12,"Drew Sample",CIN,"TE45","10","2 out of 5 stars","-"
"365",12,"Nick Folk",NE,"K32","14","4 out of 5 stars","+6"
"366",12,"Mike Boone",DEN,"RB103","11","5 out of 5 stars","-57"
"367",12,"Albert Okwuegbunam",DEN,"TE46","11","4 out of 5 stars","-"
"368",12,"Tyler Conklin",MIN,"TE47","7","2 out of 5 stars","-"
"369",12,"Evan McPherson",CIN,"K33","10","1 out of 5 stars","-109"
"370",12,"Chris Evans",CIN,"RB104","10","3 out of 5 stars","-"
"371",12,"Detroit Lions",DET,"DST30","9","5 out of 5 stars","-8"
"372",12,"Cincinnati Bengals",CIN,"DST31","10","3 out of 5 stars","+3"
"373",12,"Kylin Hill",GB,"RB105","13","0 out of 5 stars","-"
"374",12,"Las Vegas Raiders",LV,"DST32","8","4 out of 5 stars","-"
"375",12,"Deonte Harris",NO,"WR120","6","4 out of 5 stars","-53"
"376",12,"Jalen Guyton",LAC,"WR121","7","3 out of 5 stars","-16"
"377",12,"Adrian Peterson",FA,"RB106","-","-","-"
"378",12,"Adam Humphries",WAS,"WR122","9","3 out of 5 stars","-"
"379",12,"Sam Sloman",PIT,"K34","7","2 out of 5 stars","-"
"380",12,"Tyler Kroft",NYJ,"TE48","6","3 out of 5 stars","-"
"381",12,"Jacob Hollister",BUF,"TE49","7","2 out of 5 stars","-"
"382",12,"Jaret Patterson",WAS,"RB107","9","3 out of 5 stars","-166"
"383",12,"Royce Freeman",DEN,"RB108","11","5 out of 5 stars","-103"
"384",12,"Tutu Atwell",LAR,"WR123","11","5 out of 5 stars","-18"
"385",12,"Chris Thompson",FA,"RB109","-","-","-"
"386",12,"Tylan Wallace",BAL,"WR124","8","2 out of 5 stars","-"
"387",12,"Steven Sims Jr.",BUF,"WR125","7","3 out of 5 stars","-"
"388",12,"Juwan Johnson",NO,"TE50","6","4 out of 5 stars","-"
"389",12,"Dede Westbrook",MIN,"WR126","7","3 out of 5 stars","-"
"390",12,"Cameron Brate",TB,"TE51","9","3 out of 5 stars","-"
"391",12,"Collin Johnson",JAC,"WR127","7","5 out of 5 stars","-"
"392",12,"Tyler Johnson",TB,"WR128","9","2 out of 5 stars","-"
"393",12,"Golden Tate",FA,"WR129","-","-","-"
"394",12,"Greg Joseph",MIN,"K35","7","0 out of 5 stars","-"
"395",12,"Tyler Eifert",FA,"TE52","-","-","-"
"396",12,"Dez Fitzpatrick",TEN,"WR130","13","3 out of 5 stars","-"
"397",12,"Maxx Williams",ARI,"TE53","12","2 out of 5 stars","-"
"398",12,"Foster Moreau",LV,"TE54","8","4 out of 5 stars","-"
"399",12,"Sam Ficken",TEN,"K36","13","2 out of 5 stars","-126"
"400",12,"Jacob Eason",IND,"QB39","14","4 out of 5 stars","-"
"401",12,"Tucker McCann",TEN,"K37","13","2 out of 5 stars","-33"
"402",12,"Devin Duvernay",BAL,"WR131","8","2 out of 5 stars","-"
"403",12,"Danny Amendola",FA,"WR132","-","-","-"
"404",12,"Antonio Gandy-Golden",WAS,"WR133","9","3 out of 5 stars","-54"
"405",12,"Brevin Jordan",HOU,"TE55","10","4 out of 5 stars","-"
"406",12,"Davis Mills",HOU,"QB40","10","4 out of 5 stars","-"
"407",12,"Chris Conley",HOU,"WR134","10","3 out of 5 stars","-37"
"408",12,"Khalil Herbert",CHI,"RB110","10","3 out of 5 stars","-"
"409",12,"Jacob Harris",LAR,"TE56","11","2 out of 5 stars","-"
"410",12,"Auden Tate",CIN,"WR135","10","2 out of 5 stars","-"
"411",12,"Dare Ogunbowale",JAC,"RB111","7","4 out of 5 stars","-"
"412",12,"Bryce Love",FA,"RB112","-","-","-"
"413",12,"Larry Fitzgerald",FA,"WR136","-","-","-"
"414",12,"Cornell Powell",KC,"WR137","12","3 out of 5 stars","-35"
"415",12,"James O'Shaughnessy",JAC,"TE57","7","4 out of 5 stars","-"
"416",12,"Alex Collins",SEA,"RB113","9","1 out of 5 stars","-"
"417",12,"Jalen Hurd",SF,"WR138","6","5 out of 5 stars","-"
"418",12,"Darwin Thompson",KC,"RB114","12","4 out of 5 stars","-"
"419",13,"Chase McLaughlin",CLE,"K38","13","2 out of 5 stars","-"
"420",13,"Alshon Jeffery",FA,"WR139","-","-","-"
"421",13,"Devine Ozigbo",JAC,"RB115","7","4 out of 5 stars","-"
"422",13,"Devonta Freeman",NO,"RB116","6","2 out of 5 stars","-"
"423",13,"Matt Ammendola",NYJ,"K39","6","5 out of 5 stars","-50"
"424",13,"J.J. Taylor",NE,"RB117","14","3 out of 5 stars","-"
"425",13,"Gardner Minshew II",PHI,"QB41","14","4 out of 5 stars","-"
"426",13,"David Moore",CAR,"WR140","13","5 out of 5 stars","-111"
"427",13,"Geoff Swaim",TEN,"TE58","13","2 out of 5 stars","-"
"428",13,"Kyle Juszczyk",SF,"RB118","6","3 out of 5 stars","-133"
"429",13,"Albert Wilson",MIA,"WR141","14","3 out of 5 stars","-"
"430",13,"Jordan Love",GB,"QB42","13","2 out of 5 stars","-53"
"431",13,"Freddie Swain",SEA,"WR142","9","1 out of 5 stars","-"
"432",13,"Trayveon Williams",CIN,"RB119","10","3 out of 5 stars","-"
"433",13,"Damiere Byrd",CHI,"WR143","10","3 out of 5 stars","-66"
"434",13,"Taylor Heinicke",WAS,"QB43","9","4 out of 5 stars","-"
"435",13,"Isaiah McKenzie",BUF,"WR144","7","3 out of 5 stars","-"
"436",13,"Gerrid Doaks",MIA,"RB120","14","4 out of 5 stars","-"
"437",13,"Cam Sims",WAS,"WR145","9","3 out of 5 stars","-78"
"438",13,"Kylen Granson",IND,"TE59","14","4 out of 5 stars","-"
"439",13,"Hunter Long",MIA,"TE60","14","4 out of 5 stars","-"
"440",13,"Nick Boyle",BAL,"TE61","8","4 out of 5 stars","-"
"441",13,"Jace Sternberger",GB,"TE62","13","3 out of 5 stars","-"
"442",13,"Frank Gore",FA,"RB121","-","-","-"
"443",13,"Darren Fells",DET,"TE63","9","4 out of 5 stars","-"
"444",13,"Noah Gray",KC,"TE64","12","3 out of 5 stars","-"
"445",13,"Marcus Mariota",LV,"QB44","8","3 out of 5 stars","-96"
"446",13,"Mohamed Sanu",SF,"WR146","6","5 out of 5 stars","-"
"447",13,"Mitchell Trubisky",BUF,"QB45","7","1 out of 5 stars","-"
"448",13,"Aldrick Rosas",NO,"K40","6","4 out of 5 stars","-72"
"449",13,"Richard Rodgers",PHI,"TE65","14","3 out of 5 stars","-"
"450",13,"Cedrick Wilson",DAL,"WR147","7","1 out of 5 stars","-"
"451",13,"Ihmir Smith-Marsette",MIN,"WR148","7","3 out of 5 stars","-"
"452",13,"Corey Clement",NYG,"RB122","10","2 out of 5 stars","-"
"453",13,"Dazz Newsome",CHI,"WR149","10","3 out of 5 stars","-"
"454",13,"Kene Nwangwu",MIN,"RB123","7","3 out of 5 stars","-"
"455",13,"Lil'Jordan Humphrey",NO,"WR150","6","4 out of 5 stars","-"
"456",13,"Anthony Schwartz",CLE,"WR151","13","1 out of 5 stars","-"
"457",13,"Travis Homer",SEA,"RB124","9","1 out of 5 stars","-"
"458",13,"C.J. Ham",MIN,"RB125","7","3 out of 5 stars","-"
"459",13,"Alec Ingold",LV,"RB126","8","2 out of 5 stars","-"
"460",13,"Tommy Tremble",CAR,"TE66","13","4 out of 5 stars","-"
"461",13,"J.J. Arcega-Whiteside",PHI,"WR152","14","3 out of 5 stars","-"
"462",13,"Ryan Griffin",NYJ,"TE67","6","3 out of 5 stars","-"
"463",13,"Quinn Nordin",NE,"K41","14","4 out of 5 stars","-"
"464",13,"Braxton Berrios",NYJ,"WR153","6","4 out of 5 stars","-"
"465",13,"Ty'Son Williams",BAL,"RB127","8","4 out of 5 stars","-"
"466",13,"Jaylen Samuels",PIT,"RB128","7","5 out of 5 stars","-"
"467",13,"Chris Manhertz",JAC,"TE68","7","4 out of 5 stars","-"
"468",13,"Jeremy McNichols",TEN,"RB129","13","3 out of 5 stars","-"
"469",13,"Patrick Ricard",BAL,"RB130","8","4 out of 5 stars","-"
"470",13,"Brycen Hopkins",LAR,"TE69","11","2 out of 5 stars","-"
"471",13,"Zay Jones",LV,"WR154","8","1 out of 5 stars","-"
"472",13,"Ryan Santoso",CAR,"K42","13","5 out of 5 stars","-"
"473",13,"Devin Funchess",FA,"WR155","-","-","-141"
"474",13,"Tim Tebow",JAC,"TE70","7","4 out of 5 stars","-217"
"475",13,"Trenton Cannon",CAR,"RB131","13","2 out of 5 stars","-"
"476",13,"Raymond Calais",LAR,"RB132","11","4 out of 5 stars","-"
"477",13,"Shi Smith",CAR,"WR156","13","5 out of 5 stars","-116"
"478",13,"Trent Sherfield",SF,"WR157","6","5 out of 5 stars","-"
"479",13,"Adam Shaheen",MIA,"TE71","14","4 out of 5 stars","-"
"480",13,"Kelvin Harmon",WAS,"WR158","9","3 out of 5 stars","-"
"481",13,"Chad Beebe",MIN,"WR159","7","3 out of 5 stars","-"
"482",13,"Nick Vannett",NO,"TE72","6","4 out of 5 stars","-"
"483",13,"Kahale Warring",FA,"TE73","-","-","-"
"484",13,"Trey Burton",FA,"TE74","-","-","-"
"485",13,"Keith Smith",ATL,"RB133","6","2 out of 5 stars","-"
"486",13,"Pharaoh Brown",HOU,"TE75","10","4 out of 5 stars","-"
"487",13,"Jakeem Grant Sr.",MIA,"WR160","14","3 out of 5 stars","-"
"488",13,"Cameron Batson",TEN,"WR161","13","3 out of 5 stars","-"
"489",13,"Kenny Stills",BUF,"WR162","7","3 out of 5 stars","-"
"490",13,"D'Onta Foreman",ATL,"RB134","6","2 out of 5 stars","-172"
"491",13,"Chris Naggar",NYJ,"K43","6","5 out of 5 stars","-"
"492",13,"Ty Montgomery",NO,"RB135","6","2 out of 5 stars","-182"
"493",13,"Mike Strachan",IND,"WR163","14","5 out of 5 stars","-"
"494",13,"Alex Armah",NO,"RB136","6","2 out of 5 stars","-"
"495",13,"Kalif Raymond",DET,"WR164","9","1 out of 5 stars","-"
"496",13,"Otis Anderson Jr.",LAR,"RB137","11","4 out of 5 stars","-"
"497",13,"Frank Darby",ATL,"WR165","6","4 out of 5 stars","-"
"498",13,"Ameer Abdullah",MIN,"RB138","7","3 out of 5 stars","-170"
"499",13,"JaMycal Hasty",SF,"RB139","6","3 out of 5 stars","-"
"500",13,"LeSean McCoy",FA,"RB140","-","-","-"
"501",13,"Richie James Jr.",FA,"WR166","-","-","-"
"502",13,"Theo Riddick",LV,"RB141","8","2 out of 5 stars","-"
"503",13,"Andrew Jacas",SF,"K44","6","4 out of 5 stars","-"
"504",13,"Marquise Goodwin",CHI,"WR167","10","3 out of 5 stars","-158"
"505",13,"Pooka Williams Jr.",CIN,"RB142","10","3 out of 5 stars","-233"
"506",13,"Blake Bell",KC,"TE76","12","3 out of 5 stars","-"
"507",13,"Christian Blake",ATL,"WR168","6","4 out of 5 stars","-"
"508",13,"Johnny Mundt",LAR,"TE77","11","2 out of 5 stars","-"
"509",14,"Jauan Jennings",SF,"WR169","6","5 out of 5 stars","-"
"510",14,"D'Ernest Johnson",CLE,"RB143","13","4 out of 5 stars","-"
"511",14,"Ross Dwelley",SF,"TE78","6","4 out of 5 stars","-"
"512",14,"Andre Roberts",HOU,"WR170","10","3 out of 5 stars","-"
"513",14,"Kevin White",NO,"WR171","6","4 out of 5 stars","-"
"514",14,"Michael Burton",KC,"RB144","12","4 out of 5 stars","-"
"515",14,"Willie Snead IV",LV,"WR172","8","1 out of 5 stars","-"
"516",14,"Malik Taylor",GB,"WR173","13","1 out of 5 stars","-"
"517",14,"Equanimeous St. Brown",GB,"WR174","13","1 out of 5 stars","-"
"518",14,"Sage Surratt",DET,"WR175","9","1 out of 5 stars","-"
"519",14,"Javon Wims",FA,"WR176","-","-","-"
"520",14,"Dedrick Mills",DET,"RB145","9","0 out of 5 stars","-"
"521",14,"Darrell Daniels",ARI,"TE79","12","2 out of 5 stars","-"
"522",14,"Durham Smythe",MIA,"TE80","14","4 out of 5 stars","-"
"523",14,"Geronimo Allison",DET,"WR177","9","1 out of 5 stars","-"
"524",14,"Tre' McKitty",LAC,"TE81","7","3 out of 5 stars","-"
"525",14,"Hunter Bryant",DET,"TE82","9","4 out of 5 stars","-"
"526",14,"Isaiah Coulter",CHI,"WR178","10","3 out of 5 stars","-"
"527",14,"Justin Watson",TB,"WR179","9","2 out of 5 stars","-"
"528",14,"Kenny Yeboah",NYJ,"TE83","6","3 out of 5 stars","-"
"529",14,"Lamar Miller",WAS,"RB146","9","3 out of 5 stars","-"
"530",14,"Jake Kumerow",BUF,"WR180","7","3 out of 5 stars","-"
"531",14,"Patrick Laird",MIA,"RB147","14","4 out of 5 stars","-"
"532",14,"Phillip Dorsett II",JAC,"WR181","7","5 out of 5 stars","-"
"533",14,"T.J. Yeldon",FA,"RB148","-","-","-225"
"534",14,"Antonio Callaway",FA,"WR182","-","-","-"
"535",14,"Josh Oliver",BAL,"TE84","8","4 out of 5 stars","-"
"536",14,"Phillip Walker",CAR,"QB46","13","4 out of 5 stars","-"
"537",14,"Gunner Olszewski",NE,"WR183","14","4 out of 5 stars","-"
"538",14,"Chester Rogers",TEN,"WR184","13","3 out of 5 stars","-"
"539",14,"Jaelon Darden",TB,"WR185","9","2 out of 5 stars","-"
"540",14,"Tajae Sharpe",ATL,"WR186","6","4 out of 5 stars","-"
"541",14,"Devin Smith",JAC,"WR187","7","5 out of 5 stars","-169"
"542",14,"Dante Pettis",NYG,"WR188","10","3 out of 5 stars","-"
"543",14,"Trey Ragas",LV,"RB149","8","2 out of 5 stars","-"
"544",14,"Demetric Felton",CLE,"WR189","13","1 out of 5 stars","-166"
"545",14,"Gary Brightwell",NYG,"RB150","10","2 out of 5 stars","-"
"546",14,"Dwayne Haskins",PIT,"QB47","7","4 out of 5 stars","-"
"547",14,"Cade Johnson",SEA,"WR190","9","1 out of 5 stars","-250"
"548",14,"Luke Farrell",JAC,"TE85","7","4 out of 5 stars","-"
"549",14,"Tommy Sweeney",BUF,"TE86","7","2 out of 5 stars","-"
"550",14,"Charlie Woerner",SF,"TE87","6","4 out of 5 stars","-"
"551",14,"John Hightower",PHI,"WR191","14","3 out of 5 stars","-"
"552",14,"Chris Hogan",NO,"WR192","6","4 out of 5 stars","-"
"553",14,"Stevie Scott III",DEN,"RB151","11","5 out of 5 stars","-"
"554",14,"Chris Rowland",ATL,"WR193","6","4 out of 5 stars","-"
"555",14,"Seth Williams",DEN,"WR194","11","4 out of 5 stars","-"
"556",14,"Ray-Ray McCloud",PIT,"WR195","7","2 out of 5 stars","-"
"557",14,"Simi Fehoko",DAL,"WR196","7","1 out of 5 stars","-"
"558",14,"Duke Williams",BUF,"WR197","7","3 out of 5 stars","-"
"559",14,"Rodney Adams",CHI,"WR198","10","3 out of 5 stars","-"
"560",14,"Farrod Green",IND,"TE88","14","4 out of 5 stars","-"
"561",14,"K.J. Osborn",MIN,"WR199","7","3 out of 5 stars","-"
"562",15,"Victor Bolden Jr.",DET,"WR200","9","1 out of 5 stars","-"
"563",15,"Garrett Gilbert",DAL,"QB48","7","2 out of 5 stars","-"
"564",15,"Lee Smith",ATL,"TE89","6","2 out of 5 stars","-"
"565",15,"Garrett Griffin",NO,"TE90","6","4 out of 5 stars","-"
"566",15,"Jacoby Brissett",MIA,"QB49","14","4 out of 5 stars","-"
